gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ exhausted T cells	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
CCL25	O15444	False	CCL25_HUMAN		CPI-SS039863E62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
NPPA	P01160	False	ANF_HUMAN		CPI-SS0230EE330	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0419B80C4	0.0	0.131	0.135	0.1	0.093	0.127	0.088	0.22	0.417	0.046	0.229	0.049
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.034	0.009	0.017	0.012	0.015	0.013	0.012	0.003	0.0	0.008	0.0	0.006
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	0.0	0.0	0.0	0.002	0.005	0.0	0.001	0.006	0.017	0.002	0.024	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS014958F32	0.0	0.131	0.135	0.1	0.093	0.127	0.088	0.22	0.417	0.046	0.229	0.049
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	0.0	0.01	0.0	0.002	0.0	0.0	0.001	0.004	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0A9FB762A	0.0	0.131	0.135	0.1	0.093	0.127	0.088	0.22	0.417	0.046	0.229	0.049
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS002DF6C31	0.0	0.131	0.135	0.1	0.093	0.127	0.088	0.22	0.417	0.046	0.229	0.049
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS08877A081	0.0	0.131	0.135	0.1	0.093	0.127	0.088	0.22	0.417	0.046	0.229	0.049
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	0.0	0.131	0.135	0.1	0.093	0.127	0.088	0.22	0.417	0.046	0.229	0.049
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS09C52F54E	0.0	0.131	0.135	0.1	0.093	0.127	0.088	0.22	0.417	0.046	0.229	0.049
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	0.0	0.0	0.0	0.002	0.005	0.0	0.001	0.006	0.017	0.002	0.024	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS048346C2B	0.0	0.131	0.135	0.1	0.093	0.127	0.088	0.22	0.417	0.046	0.229	0.049
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.034	0.009	0.017	0.012	0.015	0.013	0.012	0.003	0.0	0.008	0.0	0.006
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0CB4F2FE4	0.034	0.009	0.017	0.012	0.015	0.013	0.012	0.003	0.0	0.008	0.0	0.006
XCL1	P47992	False	XCL1_HUMAN		CPI-SS023ABAE18	0.196	0.027	0.137	0.001	0.009	0.0	0.013	0.015	0.0	0.0	0.05	0.009
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS05550A895	0.016	0.0	0.0	0.0	0.015	0.0	0.0	0.004	0.0	0.011	0.0	0.011
WNT1	P04628	False	WNT1_HUMAN		CPI-SS00A6240B6	0.029	0.007	0.025	0.009	0.013	0.011	0.01	0.006	0.016	0.005	0.0	0.026
WNT1	P04628	False	WNT1_HUMAN		CPI-SS014B0FCD2	0.029	0.007	0.025	0.009	0.013	0.011	0.01	0.006	0.016	0.005	0.0	0.026
TNFRSF10A	O00220	False	TR10A_HUMAN		CPI-SS0179FBFD3	0.068	0.043	0.179	0.064	0.126	0.093	0.117	0.097	0.075	0.035	0.025	0.116
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0898D7F7F	0.047	0.01	0.014	0.019	0.018	0.021	0.024	0.013	0.0	0.016	0.039	0.017
TNFRSF10C	O14798	False	TR10C_HUMAN		CPI-SS01ECFDA18	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS039799099	0.0	0.009	0.0	0.014	0.029	0.017	0.008	0.015	0.122	0.015	0.028	0.035
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS038E93B77	0.0	0.009	0.0	0.014	0.029	0.017	0.008	0.015	0.122	0.015	0.028	0.035
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0907A7598	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0BF490275	0.0	0.009	0.0	0.014	0.029	0.017	0.008	0.015	0.122	0.015	0.028	0.035
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06A0B20BD	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS05B4EB419	0.016	0.0	0.0	0.004	0.01	0.0	0.004	0.009	0.0	0.0	0.0	0.027
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0659DBE72	0.027	0.01	0.0	0.021	0.015	0.011	0.014	0.016	0.019	0.015	0.028	0.03
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	0.0	0.0	0.0	0.006	0.0	0.01	0.001	0.006	0.0	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.011
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS00D9A0644	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02E314589	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0
CD96	P40200	False	TACT_HUMAN		CPI-SS03F821467	0.912	0.627	0.861	0.575	0.723	0.694	0.731	0.713	0.825	0.542	0.403	0.771
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS098F416C1	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0EB136379	0.029	0.007	0.025	0.009	0.013	0.011	0.01	0.006	0.016	0.005	0.0	0.026
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0D8972B21	0.029	0.007	0.025	0.009	0.013	0.011	0.01	0.006	0.016	0.005	0.0	0.026
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS01469637C	0.0	0.0	0.013	0.003	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.01
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.024	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.024	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.006	0.0	0.011	0.0	0.007
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0
CD72	P21854	False	CD72_HUMAN		CPI-SS06AA638A8	0.016	0.008	0.023	0.026	0.003	0.025	0.011	0.012	0.04	0.014	0.133	0.021
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0C0A61F92	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.006	0.0	0.011	0.0	0.007
LTA	P01374	False	TNFB_HUMAN		CPI-SS03156A825	0.127	0.049	0.054	0.038	0.068	0.014	0.043	0.069	0.058	0.125	0.098	0.134
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0859C173B	0.035	0.12	0.194	0.137	0.095	0.031	0.122	0.101	0.0	0.014	0.157	0.271
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	0.127	0.049	0.054	0.038	0.068	0.014	0.043	0.069	0.058	0.125	0.098	0.134
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0C28FEC7D	0.0	0.0	0.012	0.007	0.002	0.011	0.002	0.003	0.0	0.008	0.0	0.008
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS019C98396	0.035	0.12	0.194	0.137	0.095	0.031	0.122	0.101	0.0	0.014	0.157	0.271
CD160	O95971	False	BY55_HUMAN		CPI-SS0879B8E95	0.071	0.482	0.073	0.18	0.133	0.298	0.322	0.259	0.0	0.012	0.441	0.18
MIF	P14174	False	MIF_HUMAN		CPI-SS02ACCF1F7	1.97	1.76	2.144	1.764	2.055	1.935	1.899	1.731	1.774	1.927	1.619	1.97
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.04	0.024	0.057	0.041	0.071	0.034	0.037	0.037	0.0	0.046	0.0	0.049
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS095E52E66	0.191	0.17	0.372	0.187	0.448	0.285	0.248	0.4	0.243	0.126	0.209	0.325
MIF	P14174	False	MIF_HUMAN		CPI-SS059EEFDC6	1.97	1.76	2.144	1.764	2.055	1.935	1.899	1.731	1.774	1.927	1.619	1.97
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0A81A3626	0.016	0.0	0.0	0.0	0.015	0.0	0.0	0.004	0.0	0.011	0.0	0.011
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS08C88D297	0.0	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0	0.0	0.0
ADM	P35318	False	ADML_HUMAN		CPI-SS0522A6CFA	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POMC	P01189	False	COLI_HUMAN		CPI-SS00BD8FF72	0.067	0.119	0.066	0.067	0.078	0.137	0.079	0.079	0.219	0.076	0.054	0.073
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS0DF5E47DB	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.016
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS00F282936	0.0	0.174	0.166	0.145	0.021	0.36	0.258	0.308	1.578	0.0	0.0	0.624
GPR75	O95800	False	GPR75_HUMAN		CPI-SS0DA291AD9	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS05B92CCC4	0.0	0.007	0.069	0.007	0.004	0.0	0.006	0.008	0.0	0.0	0.0	0.009
CCR10	P46092	False	CCR10_HUMAN		CPI-SS064C772FE	0.011	0.009	0.01	0.0	0.053	0.0	0.004	0.006	0.0	0.005	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS09199F78C	0.0	0.031	0.0	0.018	0.002	0.0	0.014	0.043	0.0	0.0	0.038	0.131
IDE	P14735	False	IDE_HUMAN		CPI-SS0D57FCA8C	0.045	0.087	0.048	0.069	0.081	0.088	0.094	0.102	0.165	0.035	0.144	0.07
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	0.014	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.002	0.0	0.0
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	0.02	0.0	0.0	0.004	0.0	0.0	0.003	0.004	0.0	0.014	0.0	0.009
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0E075E5AF	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0978D28AB	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS02572E1EF	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF11	O14788	False	TNF11_HUMAN		CPI-SS0ED2573CA	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS027AFFC0E	0.285	0.668	0.724	0.285	0.404	0.276	0.199	0.226	0.289	0.2	1.041	1.225
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS0F94547B2	0.285	0.668	0.724	0.285	0.404	0.276	0.199	0.226	0.289	0.2	1.041	1.225
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.0	0.007	0.012	0.012	0.019	0.012	0.012	0.018	0.05	0.006	0.0	0.028
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.013	0.07	0.015	0.026	0.004	0.054	0.047	0.056	0.033	0.0	0.0	0.008
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS090FC28E1	0.031	0.007	0.0	0.028	0.033	0.0	0.024	0.016	0.023	0.039	0.0	0.049
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0DC4D593E	0.031	0.007	0.0	0.028	0.033	0.0	0.024	0.016	0.023	0.039	0.0	0.049
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0FF55B42C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0F21D6CA0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS00046DCF3	0.055	0.059	0.046	0.032	0.091	0.035	0.083	0.05	0.0	0.018	0.0	0.068
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.011
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS03A2EFDD5	0.031	0.0	0.02	0.002	0.019	0.0	0.009	0.004	0.0	0.043	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.011
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS01A8F745A	0.031	0.0	0.02	0.002	0.019	0.0	0.009	0.004	0.0	0.043	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS05E6D620E	0.031	0.0	0.02	0.002	0.019	0.0	0.009	0.004	0.0	0.043	0.0	0.0
VGF	O15240	False	VGF_HUMAN		CPI-SS04C396C5D	0.0	0.01	0.0	0.002	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0
GRIN2D	O15399	False	NMDE4_HUMAN		CPI-SS0A915097A	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS068C129D6	0.012	0.006	0.0	0.004	0.002	0.0	0.011	0.004	0.025	0.004	0.0	0.017
CSF1	P09603	False	CSF1_HUMAN		CPI-SS086615F9B	0.012	0.006	0.0	0.004	0.002	0.0	0.011	0.004	0.025	0.004	0.0	0.017
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0CCDBBBC0	0.0	0.0	0.0	0.001	0.006	0.0	0.002	0.0	0.021	0.01	0.0	0.0
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS079DDF890	0.092	0.125	0.089	0.087	0.126	0.093	0.097	0.082	0.119	0.094	0.117	0.171
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS02EF3E1BA	0.092	0.125	0.089	0.087	0.126	0.093	0.097	0.082	0.119	0.094	0.117	0.171
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0B9DC75DD	0.035	0.12	0.194	0.137	0.095	0.031	0.122	0.101	0.0	0.014	0.157	0.271
CD70	P32970	False	CD70_HUMAN		CPI-SS08A819670	0.068	0.148	0.095	0.111	0.07	0.299	0.117	0.249	0.136	0.0	0.0	0.07
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
PLXNC1	O60486	False	PLXC1_HUMAN		CPI-SS02B567BC7	0.0	0.062	0.034	0.019	0.024	0.032	0.022	0.027	0.0	0.011	0.0	0.032
LRP6	O75581	False	LRP6_HUMAN		CPI-SS05B1FA8A8	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.011	0.0	0.0
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS03E273233	0.065	0.081	0.128	0.106	0.076	0.098	0.105	0.148	0.346	0.075	0.039	0.103
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-SS079728E8B	0.0	0.0	0.014	0.001	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0
C5	P01031	False	CO5_HUMAN		CPI-SS00581282E	0.0	0.0	0.0	0.001	0.002	0.0	0.002	0.005	0.027	0.003	0.0	0.0
C5	P01031	False	CO5_HUMAN		CPI-SS0A7E3A1AF	0.0	0.0	0.0	0.001	0.002	0.0	0.002	0.005	0.027	0.003	0.0	0.0
TG	P01266	False	THYG_HUMAN		CPI-SS01963C4CA	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	1.757	1.497	1.79	1.673	1.724	1.577	1.436	1.49	0.952	0.569	1.586	1.851
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS030BB46BB	1.757	1.497	1.79	1.673	1.724	1.577	1.436	1.49	0.952	0.569	1.586	1.851
APP	P05067	False	A4_HUMAN		CPI-SS0F66EA6BE	0.081	0.0	0.054	0.006	0.072	0.015	0.015	0.007	0.057	0.062	0.0	0.05
SAA1	P0DJI8	False	SAA1_HUMAN		CPI-SS05F45873A	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0431D2256	0.0	0.011	0.0	0.003	0.004	0.0	0.003	0.003	0.015	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS047CD2E9F	0.0	0.011	0.0	0.003	0.004	0.0	0.003	0.003	0.015	0.0	0.0	0.0
CD2	P06729	False	CD2_HUMAN		CPI-SS00B1BEE64	1.307	1.305	1.912	1.886	1.433	1.415	1.866	2.099	1.486	0.721	0.998	1.331
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	0.0	0.0	0.0	0.004	0.0	0.0	0.001	0.003	0.0	0.0	0.0	0.012
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	0.535	0.23	0.331	0.201	0.381	0.288	0.228	0.218	0.202	0.776	0.228	0.249
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	1.966	2.729	2.464	2.674	2.224	2.488	2.644	2.712	2.599	1.999	2.715	2.448
CD48	P09326	False	CD48_HUMAN		CPI-SS056FF4363	1.925	1.638	1.757	1.626	1.811	1.326	1.728	1.705	1.247	1.901	1.258	1.879
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0D954EA1C	0.0	0.0	0.0	0.01	0.0	0.0	0.001	0.0	0.0	0.0	0.07	0.0
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	0.0	0.0	0.013	0.002	0.011	0.015	0.001	0.007	0.0	0.0	0.0	0.015
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.063	0.041	0.186	0.076	0.263	0.31	0.258	0.256	0.957	0.146	0.0	0.326
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.0	0.0	0.077	0.06	0.042	0.187	0.036	0.144	0.72	0.022	0.0	0.021
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.063	0.041	0.186	0.076	0.263	0.31	0.258	0.256	0.957	0.146	0.0	0.326
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.0	0.0	0.077	0.06	0.042	0.187	0.036	0.144	0.72	0.022	0.0	0.021
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03EF699C7	2.652	3.031	2.699	2.935	2.635	2.394	2.804	2.78	2.344	2.363	2.958	2.825
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0C4FA643F	2.652	3.031	2.699	2.935	2.635	2.394	2.804	2.78	2.344	2.363	2.958	2.825
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03339363E	2.652	3.031	2.699	2.935	2.635	2.394	2.804	2.78	2.344	2.363	2.958	2.825
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0EB5AEC83	0.436	0.547	1.212	0.548	1.64	0.947	1.106	0.947	1.906	2.033	1.363	0.555
SELP	P16109	False	LYAM3_HUMAN		CPI-SS015E1E2C6	0.0	0.0	0.012	0.0	0.004	0.0	0.004	0.003	0.0	0.002	0.0	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS087321EB5	0.436	0.547	1.212	0.548	1.64	0.947	1.106	0.947	1.906	2.033	1.363	0.555
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	0.0	0.0	0.012	0.0	0.004	0.0	0.004	0.003	0.0	0.002	0.0	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS06ABF2F5A	0.0	0.0	0.012	0.0	0.004	0.0	0.004	0.003	0.0	0.002	0.0	0.0
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	1.606	2.254	2.005	2.25	1.898	2.474	2.11	2.289	2.465	0.804	2.073	1.772
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS0E0DEA7D5	0.142	0.52	0.2	0.348	0.267	0.33	0.47	0.511	0.58	0.299	0.203	0.279
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.0	0.0	0.0	0.015	0.002	0.0	0.005	0.01	0.0	0.003	0.029	0.008
TNFSF4	P23510	False	TNFL4_HUMAN		CPI-SS04456F441	0.0	0.0	0.015	0.001	0.003	0.031	0.001	0.0	0.0	0.0	0.0	0.0
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0C7012011	0.0	0.0	0.0	0.008	0.0	0.0	0.001	0.0	0.0	0.0	0.1	0.009
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0C321CE6D	0.0	0.0	0.0	0.002	0.002	0.0	0.001	0.004	0.0	0.0	0.0	0.0
MST1	P26927	False	HGFL_HUMAN		CPI-SS03EACE0E0	0.015	0.009	0.0	0.005	0.001	0.0	0.001	0.01	0.0	0.005	0.076	0.019
TNFRSF8	P28908	False	TNR8_HUMAN		CPI-SS0412C803A	0.015	0.0	0.0	0.002	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.201	0.213	0.32	0.513	0.403	0.478	0.497	0.59	0.505	0.242	0.106	0.342
AXL	P30530	False	UFO_HUMAN		CPI-SS0D0252D87	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	0.016	0.032	0.021	0.025	0.006	0.092	0.025	0.027	0.019	0.003	0.058	0.041
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	2.88	2.861	3.472	3.049	2.926	2.618	2.83	3.041	3.307	2.333	1.896	2.745
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS0E5593D5C	0.0	0.0	0.0	0.002	0.0	0.011	0.001	0.003	0.0	0.0	0.0	0.0
LTBR	P36941	False	TNR3_HUMAN		CPI-SS06CBC985C	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
NPBWR1	P48145	False	NPBW1_HUMAN		CPI-SS0BDA7A63E	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.0	0.0	0.0	0.0	0.0	0.014	0.001	0.0	0.049	0.0	0.0	0.007
LILRA4	P59901	False	LIRA4_HUMAN		CPI-SS095DCA7F7	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E9015902	0.465	0.709	0.662	0.795	0.641	0.893	0.69	0.847	0.915	0.483	0.916	0.726
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.0	0.007	0.0	0.008	0.002	0.01	0.01	0.013	0.034	0.008	0.0	0.008
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	0.087	0.142	0.146	0.145	0.076	0.065	0.1	0.105	0.022	0.128	0.645	0.193
PROKR2	Q8NFJ6	False	PKR2_HUMAN		CPI-SS027E57635	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	0.619	1.137	0.75	1.014	0.622	1.123	0.963	1.167	1.008	0.431	1.188	0.697
EDA	Q92838	False	EDA_HUMAN		CPI-SS05A8552D7	0.066	0.0	0.035	0.001	0.05	0.0	0.007	0.0	0.0	0.056	0.0	0.027
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.0	0.0	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS028784FC6	0.0	0.011	0.0	0.003	0.004	0.0	0.003	0.003	0.015	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.0	0.011	0.0	0.003	0.004	0.0	0.003	0.003	0.015	0.0	0.0	0.0
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.912	0.627	0.861	0.575	0.723	0.694	0.731	0.713	0.825	0.542	0.403	0.771
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.301	0.06	0.483	0.199	0.197	0.19	0.115	0.158	0.039	0.118	0.233	0.174
